Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCV53,8.27,Low Fat,18.920.019,Health and Hygiene,238.088,OUT017,2007,,Tier 2,Supermarket Type1,6.231.888
FDT57,15.2,Low Fat,19.142.452,Snack Foods,2.375.248,OUT017,2007,,Tier 2,Supermarket Type1,33.183.472
NCP53,14.75,Low Fat,33.076.388,Health and Hygiene,2.372.906,OUT017,2007,,Tier 2,Supermarket Type1,30.899.778
NCQ53,17.6,Low Fat,19.012.262,Health and Hygiene,237.159,OUT017,2007,,Tier 2,Supermarket Type1,3.072.667
DRD49,9.895,Low Fat,168.780.385,Soft Drinks,2.368.564,OUT017,2007,,Tier 2,Supermarket Type1,4.767.128
DRF60,10.8,Low Fat,52.363.244,Soft Drinks,2.365.564,OUT017,2007,,Tier 2,Supermarket Type1,52.438.408
NCZ42,10.5,Low Fat,11.351.778,Household,2.365.248,OUT017,2007,,Tier 2,Supermarket Type1,40.294.216
DRK59,8.895,Low Fat,75.876.602,Hard Drinks,2.359.616,OUT017,2007,,Tier 2,Supermarket Type1,18.748.928
FDY38,13.6,Regular,119.850.541,Dairy,234.53,OUT017,2007,,Tier 2,Supermarket Type1,6524.84
FDX49,4.615,Regular,102.407.778,Canned,234.33,OUT017,2007,,Tier 2,Supermarket Type1,3961.51
FDL13,13.85,Regular,56.637.129,Breakfast,233.83,OUT017,2007,,Tier 2,Supermarket Type1,2796.36
DRL01,19.5,Regular,77.608.838,Soft Drinks,2.334.958,OUT017,2007,,Tier 2,Supermarket Type1,53.750.034
FDX19,19.1,Low Fat,97.280.981,Fruits and Vegetables,2.326.958,OUT017,2007,,Tier 2,Supermarket Type1,53.750.034
FDD03,13.3,Low Fat,80.257.683,Dairy,232.63,OUT017,2007,,Tier 2,Supermarket Type1,1864.24
FDX31,20.35,Regular,14.909.465,Fruits and Vegetables,2.323.958,OUT017,2007,,Tier 2,Supermarket Type1,60.760.908
NCX17,21.25,Low Fat,114.246.019,Health and Hygiene,231.23,OUT017,2007,,Tier 2,Supermarket Type1,3029.39
NCH42,6.86,Low Fat,3.674.399,Household,231.201,OUT017,2007,,Tier 2,Supermarket Type1,6.201.927
DRJ51,14.1,Low Fat,8.849.163,Dairy,2.311.668,OUT017,2007,,Tier 2,Supermarket Type1,76.021.044
FDT59,13.65,Low Fat,16.001.434,Breads,2.306.668,OUT017,2007,,Tier 2,Supermarket Type1,18.429.344
FDO37,08.06,Low Fat,21.497.594,Breakfast,2.303.326,OUT017,2007,,Tier 2,Supermarket Type1,13.861.956
FDU02,13.35,low fat,103.091.351,Dairy,2.299.352,OUT017,2007,,Tier 2,Supermarket Type1,25.193.872
FDI34,10.65,Regular,85.617.517,Snack Foods,2.293.668,OUT017,2007,,Tier 2,Supermarket Type1,2.303.668
FDX35,5.035,Regular,80.362.549,Breads,2.290.036,OUT017,2007,,Tier 2,Supermarket Type1,43.263.684
FDY58,11.65,Low Fat,40.144.377,Snack Foods,2.289.694,OUT017,2007,,Tier 2,Supermarket Type1,66.227.126
FDP52,18.7,Regular,71.091.591,Frozen Foods,228.601,OUT017,2007,,Tier 2,Supermarket Type1,4.823.721
NCD18,16,Low Fat,73.080.167,Household,2.284.668,OUT017,2007,,Tier 2,Supermarket Type1,25.340.348
FDR34,17,Regular,16.055.615,Snack Foods,2.284.352,OUT017,2007,,Tier 2,Supermarket Type1,82.452.672
FDX20,7.365,Low Fat,4.280.099,Fruits and Vegetables,228.372,OUT017,2007,,Tier 2,Supermarket Type1,2.037.348
DRE60,9.395,Low Fat,160.235.723,Soft Drinks,227.872,OUT017,2007,,Tier 2,Supermarket Type1,1.584.604
FDC08,19,Regular,104.035.148,Fruits and Vegetables,227.772,OUT017,2007,,Tier 2,Supermarket Type1,5.206.556
FDY56,16.35,Regular,62.764.429,Fruits and Vegetables,2.276.062,OUT017,2007,,Tier 2,Supermarket Type1,72.225.984
FDK09,15.2,Low Fat,92.282.353,Snack Foods,2.272.352,OUT017,2007,,Tier 2,Supermarket Type1,41.226.336
FDX36,9.695,Regular,129.008.866,Baking Goods,2.269.404,OUT017,2007,,Tier 2,Supermarket Type1,27.004.848
FDB23,19.2,Regular,5.620.213,Starchy Foods,2.266.062,OUT017,2007,,Tier 2,Supermarket Type1,51.912.426
FDW43,20.1,Regular,22.552.083,Fruits and Vegetables,2.266.036,OUT017,2007,,Tier 2,Supermarket Type1,6.831.108
FDJ55,12.8,Regular,23.664.054,Meat,2.260.404,OUT017,2007,,Tier 2,Supermarket Type1,54.009.696
FDT12,6.215,Regular,49.902.382,Baking Goods,2.258.062,OUT017,2007,,Tier 2,Supermarket Type1,31.598.868
FDM08,10.1,Regular,53.887.301,Fruits and Vegetables,2.256.088,OUT017,2007,,Tier 2,Supermarket Type1,42.504.672
NCI18,18.35,Low Fat,14.103.354,Household,2.254.746,OUT017,2007,,Tier 2,Supermarket Type1,13.462.476
FDW26,11.8,Regular,107.662.745,Dairy,2.241.772,OUT017,2007,,Tier 2,Supermarket Type1,28.909.036
FDB11,16,LF,61.192.211,Starchy Foods,2.241.404,OUT017,2007,,Tier 2,Supermarket Type1,47.258.484
FDF47,20.85,Low Fat,98.170.402,Starchy Foods,2.240.746,OUT017,2007,,Tier 2,Supermarket Type1,2.243.746
DRI59,9.5,Low Fat,41.065.647,Hard Drinks,2.235.088,OUT017,2007,,Tier 2,Supermarket Type1,46.978.848
FDO21,11.6,Regular,9.818.244,Snack Foods,2.231.404,OUT017,2007,,Tier 2,Supermarket Type1,51.759.292
FDS11,07.05,Regular,5.587.277,Breads,2.221.088,OUT017,2007,,Tier 2,Supermarket Type1,40.267.584
FDG32,19.85,LF,176.991.029,Fruits and Vegetables,2.215.772,OUT017,2007,,Tier 2,Supermarket Type1,35.580.352
NCW42,18.2,LF,58.799.705,Household,2.207.456,OUT017,2007,,Tier 2,Supermarket Type1,4.420.912
FDB57,20.25,reg,18.911.474,Fruits and Vegetables,2.205.772,OUT017,2007,,Tier 2,Supermarket Type1,24.461.492
FDM33,15.6,Low Fat,88.215.871,Snack Foods,2.201.798,OUT017,2007,,Tier 2,Supermarket Type1,50.687.354
FDS50,17,Low Fat,55.746.931,Dairy,2.200.114,OUT017,2007,,Tier 2,Supermarket Type1,2.217.114
FDP11,15.85,Low Fat,69.491.408,Breads,2.182.166,OUT017,2007,,Tier 2,Supermarket Type1,47.897.652
FDD39,16.7,Low Fat,70.551.723,Dairy,217.685,OUT017,2007,,Tier 2,Supermarket Type1,2163.85
NCK42,7.475,Low Fat,1.319.424,Household,2.174.192,OUT017,2007,,Tier 2,Supermarket Type1,4.314.384
FDX55,15.1,Low Fat,55.518.167,Fruits and Vegetables,2.173.166,OUT017,2007,,Tier 2,Supermarket Type1,13.062.996
FDA32,14,LF,0,Fruits and Vegetables,2.169.192,OUT017,2007,,Tier 2,Supermarket Type1,6.471.576
FDP25,15.2,Low Fat,21.327.477,Canned,2.168.824,OUT017,2007,,Tier 2,Supermarket Type1,28.389.712
DRI13,15.35,Low Fat,20.441.939,Soft Drinks,2.164.508,OUT017,2007,,Tier 2,Supermarket Type1,5426.27
NCH43,8.42,Low Fat,70.968.081,Household,2.159.192,OUT017,2007,,Tier 2,Supermarket Type1,19.414.728
FDY28,7.47,Regular,153.011.599,Frozen Foods,2.152.218,OUT017,2007,,Tier 2,Supermarket Type1,34.195.488
FDG16,15.25,Low Fat,90.324.849,Frozen Foods,2.144.192,OUT017,2007,,Tier 2,Supermarket Type1,49.615.416
FDW51,6.155,Regular,95.195.306,Meat,213.956,OUT017,2007,,Tier 2,Supermarket Type1,2.343.616
FDG45,8.1,Low Fat,128.760.294,Fruits and Vegetables,2.137.902,OUT017,2007,,Tier 2,Supermarket Type1,59.469.256
FDT01,13.65,Regular,18.520.944,Canned,2.129.902,OUT017,2007,,Tier 2,Supermarket Type1,3.185.853
FDB44,6.655,Low Fat,0,Fruits and Vegetables,2.124.586,OUT017,2007,,Tier 2,Supermarket Type1,27.437.618
FDF22,6.865,Low Fat,57.152.139,Snack Foods,2.118.218,OUT017,2007,,Tier 2,Supermarket Type1,49.156.014
NCQ50,18.75,Low Fat,34.501.405,Household,2.117.218,OUT017,2007,,Tier 2,Supermarket Type1,57.704.886
FDC17,12.15,Low Fat,15.548.178,Frozen Foods,2.112.928,OUT017,2007,,Tier 2,Supermarket Type1,50.494.272
FDI22,12.6,Low Fat,96.756.649,Snack Foods,2.087.612,OUT017,2007,,Tier 2,Supermarket Type1,5226.53
FDE16,8.895,Low Fat,26.492.726,Frozen Foods,2.084.954,OUT017,2007,,Tier 2,Supermarket Type1,6.251.862
FDN02,16.5,Low Fat,74.245.348,Canned,2.082.638,OUT017,2007,,Tier 2,Supermarket Type1,47.624.674
FDJ12,8.895,Regular,39.261.947,Baking Goods,2.074.296,OUT017,2007,,Tier 2,Supermarket Type1,24.927.552
FDI38,13.35,Regular,0,Canned,2.069.638,OUT017,2007,,Tier 2,Supermarket Type1,7.247.233
FDC39,7.405,Low Fat,0,Dairy,2.057.296,OUT017,2007,,Tier 2,Supermarket Type1,45.700.512
FDR03,15.7,Regular,878.535,Meat,204.998,OUT017,2007,,Tier 2,Supermarket Type1,5.366.348
FDT48,4.92,Low Fat,46.214.971,Baking Goods,1.998.084,OUT017,2007,,Tier 2,Supermarket Type1,3.968.168
NCR05,10.1,Low Fat,54.939.848,Health and Hygiene,1.995.084,OUT017,2007,,Tier 2,Supermarket Type1,33.729.428
FDI57,19.85,Low Fat,54.331.235,Seafood,1.987.768,OUT017,2007,,Tier 2,Supermarket Type1,45.327.664
FDB28,6.615,Low Fat,93.913.607,Dairy,1.987.426,OUT017,2007,,Tier 2,Supermarket Type1,11.864.556
FDH60,19.7,Regular,81.193.712,Baking Goods,198.411,OUT017,2007,,Tier 2,Supermarket Type1,2.553.343
DRK13,11.8,Low Fat,115.819.014,Soft Drinks,1.983.084,OUT017,2007,,Tier 2,Supermarket Type1,45.633.932
FDR01,5.405,Regular,53.924.587,Canned,1.982.742,OUT017,2007,,Tier 2,Supermarket Type1,43.796.324
FDC05,13.1,Regular,99.343.352,Frozen Foods,1.981.768,OUT017,2007,,Tier 2,Supermarket Type1,1.970.768
FDV39,11.3,Low Fat,7.321.067,Meat,1.977.426,OUT017,2007,,Tier 2,Supermarket Type1,25.706.538
FDF34,9.3,Regular,14.098.693,Snack Foods,1.977.084,OUT017,2007,,Tier 2,Supermarket Type1,33.729.428
FDL03,19.25,Regular,27.233.781,Meat,197.511,OUT017,2007,,Tier 2,Supermarket Type1,982.055
FDI07,12.35,Regular,33.951.827,Meat,1.972.426,OUT017,2007,,Tier 2,Supermarket Type1,2.966.139
FDW31,11.35,reg,43.402.224,Fruits and Vegetables,1.970.742,OUT017,2007,,Tier 2,Supermarket Type1,25.879.646
FDF17,5.19,Low Fat,42.861.968,Frozen Foods,196.811,OUT017,2007,,Tier 2,Supermarket Type1,3.731.809
NCR54,16.35,low fat,91.074.449,Household,196.811,OUT017,2007,,Tier 2,Supermarket Type1,3.338.987
FDC03,8.575,Regular,72.252.888,Dairy,1.965.794,OUT017,2007,,Tier 2,Supermarket Type1,52.671.438
FDR56,15.5,Regular,101.335.811,Fruits and Vegetables,1.965.768,OUT017,2007,,Tier 2,Supermarket Type1,33.503.056
DRM37,15.35,Low Fat,96.943.078,Soft Drinks,1.965.768,OUT017,2007,,Tier 2,Supermarket Type1,76.859.952
FDO12,15.75,Low Fat,55.241.242,Baking Goods,1.965.452,OUT017,2007,,Tier 2,Supermarket Type1,31.319.232
FDA43,10.895,Low Fat,65.041.581,Fruits and Vegetables,1.963.794,OUT017,2007,,Tier 2,Supermarket Type1,31.212.704
FDA46,13.6,low fat,11.830.085,Snack Foods,1.962.136,OUT017,2007,,Tier 2,Supermarket Type1,1.944.136
FDB60,9.3,Low Fat,28.683.422,Baking Goods,1.958.136,OUT017,2007,,Tier 2,Supermarket Type1,36.938.584
FDV60,20.2,Regular,118.025.091,Baking Goods,195.811,OUT017,2007,,Tier 2,Supermarket Type1,2.553.343
DRE48,8.43,Low Fat,0,Soft Drinks,1.953.768,OUT017,2007,,Tier 2,Supermarket Type1,15.766.144
NCP42,8.51,Low Fat,16.201.845,Household,1.952.478,OUT017,2007,,Tier 2,Supermarket Type1,42.624.516
FDS27,10.195,Regular,12.528.611,Meat,195.111,OUT017,2007,,Tier 2,Supermarket Type1,3.731.809
FDX52,11.5,Regular,4.224.015,Frozen Foods,194.982,OUT017,2007,,Tier 2,Supermarket Type1,3.089.312
FDS02,10.195,Regular,146.692.433,Dairy,1.945.794,OUT017,2007,,Tier 2,Supermarket Type1,40.966.674
FDP08,20.5,Regular,113.045.883,Fruits and Vegetables,1.941.478,OUT017,2007,,Tier 2,Supermarket Type1,2.906.217
NCV06,11.3,Low Fat,6.705.851,Household,1.940.478,OUT017,2007,,Tier 2,Supermarket Type1,32.937.126
FDH10,21,Low Fat,49.583.899,Snack Foods,1.938.478,OUT017,2007,,Tier 2,Supermarket Type1,11.624.868
FDJ22,18.75,Low Fat,5.310.896,Snack Foods,1.936.504,OUT017,2007,,Tier 2,Supermarket Type1,2.876.256
FDU38,10.8,Low Fat,83.016.832,Dairy,1.934.504,OUT017,2007,,Tier 2,Supermarket Type1,2.876.256
NCW53,18.35,Low Fat,3.066.757,Health and Hygiene,1.934.162,OUT017,2007,,Tier 2,Supermarket Type1,21.165.782
FDR47,17.85,Low Fat,87.963.415,Breads,1.933.794,OUT017,2007,,Tier 2,Supermarket Type1,42.917.468
NCW06,16.2,Low Fat,50.625.182,Household,1.931.162,OUT017,2007,,Tier 2,Supermarket Type1,25.014.106
NCL18,18.85,Low Fat,168.531.813,Household,1.925.136,OUT017,2007,,Tier 2,Supermarket Type1,2.916.204
FDZ16,16.85,Regular,160.760.054,Frozen Foods,1.924.478,OUT017,2007,,Tier 2,Supermarket Type1,4.843.695
NCA41,16.75,Low Fat,32.771.033,Health and Hygiene,1.923.162,OUT017,2007,,Tier 2,Supermarket Type1,23.089.944
FDR52,12.65,Regular,76.474.728,Frozen Foods,1.918.846,OUT017,2007,,Tier 2,Supermarket Type1,11.465.076
FDJ08,11.1,Low Fat,111.298.111,Fruits and Vegetables,1.917.846,OUT017,2007,,Tier 2,Supermarket Type1,30.573.536
FDJ38,8.6,Regular,40.432.954,Canned,191.653,OUT017,2007,,Tier 2,Supermarket Type1,3795.06
FDF21,10.3,Regular,59.160.135,Fruits and Vegetables,191.553,OUT017,2007,,Tier 2,Supermarket Type1,6.641.355
FDJ28,12.3,Low Fat,21.984.639,Frozen Foods,1.912.162,OUT017,2007,,Tier 2,Supermarket Type1,1.924.162
DRB13,6.115,Regular,7.084.185,Soft Drinks,191.153,OUT017,2007,,Tier 2,Supermarket Type1,3.415.554
FDO46,9.6,Regular,0,Snack Foods,1.910.872,OUT017,2007,,Tier 2,Supermarket Type1,43.490.056
FDW56,7.68,Low Fat,71.301.323,Fruits and Vegetables,1.908.162,OUT017,2007,,Tier 2,Supermarket Type1,26.938.268
FDV44,8.365,Regular,40.069.806,Fruits and Vegetables,1.907.188,OUT017,2007,,Tier 2,Supermarket Type1,1.904.188
FDT31,19.75,Low Fat,12.518.707,Fruits and Vegetables,1.906.872,OUT017,2007,,Tier 2,Supermarket Type1,49.162.672
FDR55,12.15,reg,13.283.066,Fruits and Vegetables,1.906.872,OUT017,2007,,Tier 2,Supermarket Type1,22.690.464
NCN19,13.1,Low Fat,12.167.988,Others,190.253,OUT017,2007,,Tier 2,Supermarket Type1,4.174.566
NCT17,10.8,Low Fat,42.102.658,Health and Hygiene,1.897.214,OUT017,2007,,Tier 2,Supermarket Type1,16.957.926
FDM12,16.7,Regular,70.312.473,Baking Goods,1.896.214,OUT017,2007,,Tier 2,Supermarket Type1,2.826.321
FDG02,7.855,Low Fat,11.324.862,Canned,1.896.188,OUT017,2007,,Tier 2,Supermarket Type1,22.850.256
FDT11,5.94,Regular,29.538.509,Breads,1.894.556,OUT017,2007,,Tier 2,Supermarket Type1,1.877.556
FDP21,7.42,Regular,25.886.443,Snack Foods,1.891.872,OUT017,2007,,Tier 2,Supermarket Type1,4727.18
DRC12,17.85,Low Fat,38.040.837,Soft Drinks,1.891.188,OUT017,2007,,Tier 2,Supermarket Type1,32.371.196
FDY46,18.6,Low Fat,48.160.824,Snack Foods,1.889.898,OUT017,2007,,Tier 2,Supermarket Type1,35.547.062
DRJ11,9.5,Low Fat,0,Hard Drinks,1.889.872,OUT017,2007,,Tier 2,Supermarket Type1,13.236.104
FDT13,14.85,Low Fat,1.867.669,Canned,1.887.214,OUT017,2007,,Tier 2,Supermarket Type1,39.568.494
FDT32,19,Regular,66.005.186,Fruits and Vegetables,1.884.214,OUT017,2007,,Tier 2,Supermarket Type1,2.826.321
DRJ23,18.35,Low Fat,41.904.578,Hard Drinks,1.881.872,OUT017,2007,,Tier 2,Supermarket Type1,41.599.184
FDG09,20.6,Regular,48.207.431,Fruits and Vegetables,1.880.556,OUT017,2007,,Tier 2,Supermarket Type1,20.653.116
FDU28,19.2,Regular,9.444.959,Frozen Foods,1.878.214,OUT017,2007,,Tier 2,Supermarket Type1,4.710.535
NCB43,20.2,Low Fat,100.477.461,Household,1.877.898,OUT017,2007,,Tier 2,Supermarket Type1,22.450.776
FDK26,5.46,Regular,32.359.413,Canned,187.424,OUT017,2007,,Tier 2,Supermarket Type1,3.169.208
FDA20,6.78,Low Fat,66.997.921,Fruits and Vegetables,186.524,OUT017,2007,,Tier 2,Supermarket Type1,2.609.936
FDH34,8.63,Low Fat,31.271.134,Snack Foods,1.860.582,OUT017,2007,,Tier 2,Supermarket Type1,39.009.222
FDH50,15,Regular,162.348.584,Canned,1.859.266,OUT017,2007,,Tier 2,Supermarket Type1,4.610.665
FDS43,11.65,Low Fat,40.744.057,Fruits and Vegetables,185.924,OUT017,2007,,Tier 2,Supermarket Type1,4.101.328
FDJ57,7.42,Regular,21.695.674,Seafood,1.853.582,OUT017,2007,,Tier 2,Supermarket Type1,3.715.164
NCN14,19.1,Low Fat,92.437.711,Others,1.852.608,OUT017,2007,,Tier 2,Supermarket Type1,14.700.864
DRJ24,11.8,Low Fat,11.397.026,Soft Drinks,1.851.924,OUT017,2007,,Tier 2,Supermarket Type1,25.912.936
NCN05,8.235,Low Fat,14.541.462,Health and Hygiene,184.495,OUT017,2007,,Tier 2,Supermarket Type1,3.844.995
FDZ36,6.035,Regular,66.155.883,Baking Goods,184.424,OUT017,2007,,Tier 2,Supermarket Type1,4660.6
NCO53,16.2,Low Fat,176.175.402,Health and Hygiene,1.840.608,OUT017,2007,,Tier 2,Supermarket Type1,20.213.688
FDC46,17.7,Low Fat,117.201.696,Snack Foods,1.840.266,OUT017,2007,,Tier 2,Supermarket Type1,23.975.458
FDS20,8.85,Low Fat,54.171.606,Fruits and Vegetables,1.839.292,OUT017,2007,,Tier 2,Supermarket Type1,29.188.672
FDE34,9.195,Low Fat,108.501.676,Snack Foods,1.836.634,OUT017,2007,,Tier 2,Supermarket Type1,23.629.242
FDU01,20.25,Regular,12.063.121,Canned,1.835.924,OUT017,2007,,Tier 2,Supermarket Type1,24.062.012
FDU03,18.7,Regular,92.095.924,Meat,1.833.292,OUT017,2007,,Tier 2,Supermarket Type1,20.067.212
DRA59,8.27,Regular,0,Soft Drinks,1.832.924,OUT017,2007,,Tier 2,Supermarket Type1,24.062.012
NCO30,19.5,Low Fat,1.581.384,Household,1.832.608,OUT017,2007,,Tier 2,Supermarket Type1,29.401.728
FDT03,21.25,Low Fat,1.005.532,Meat,1.831.608,OUT017,2007,,Tier 2,Supermarket Type1,2.756.412
FDF52,9.3,Low Fat,0,Frozen Foods,1.829.292,OUT017,2007,,Tier 2,Supermarket Type1,40.134.424
FDX26,17.7,Low Fat,88.305.201,Dairy,1.823.292,OUT017,2007,,Tier 2,Supermarket Type1,41.958.716
FDJ15,11.35,Regular,23.454.399,Dairy,1.819.608,OUT017,2007,,Tier 2,Supermarket Type1,16.538.472
FDL39,16.1,Regular,63.689.583,Dairy,1.819.318,OUT017,2007,,Tier 2,Supermarket Type1,59.542.494
FDZ50,12.8,Regular,79.523.619,Dairy,1.817.608,OUT017,2007,,Tier 2,Supermarket Type1,49.615.416
FDR39,20.35,Low Fat,84.273.286,Meat,1.817.292,OUT017,2007,,Tier 2,Supermarket Type1,40.134.424
FDB17,13.15,Low Fat,36.879.539,Frozen Foods,1.813.976,OUT017,2007,,Tier 2,Supermarket Type1,30.786.592
FDP48,7.52,Regular,44.272.226,Baking Goods,181.395,OUT017,2007,,Tier 2,Supermarket Type1,2563.33
FDF56,16.7,Regular,120.137.953,Fruits and Vegetables,1.812.976,OUT017,2007,,Tier 2,Supermarket Type1,30.786.592
FDY25,12,Low Fat,34.166.609,Canned,1.812.976,OUT017,2007,,Tier 2,Supermarket Type1,50.707.328
FDX58,13.15,low fat,44.011.225,Snack Foods,181.295,OUT017,2007,,Tier 2,Supermarket Type1,4028.09
FDX25,16.7,Low Fat,102.633.047,Canned,1.808.292,OUT017,2007,,Tier 2,Supermarket Type1,34.661.548
FDK10,5.785,Regular,40.587.146,Snack Foods,180.366,OUT017,2007,,Tier 2,Supermarket Type1,1.258.362
FDS10,19.2,Low Fat,35.384.612,Snack Foods,1.803.318,OUT017,2007,,Tier 2,Supermarket Type1,34.282.042
FDW49,19.5,Low Fat,83.019.163,Canned,1.802.002,OUT017,2007,,Tier 2,Supermarket Type1,51.939.058
FDD09,13.5,low fat,21.617.996,Fruits and Vegetables,1.796.976,OUT017,2007,,Tier 2,Supermarket Type1,1.810.976
NCT18,14.6,Low Fat,59.741.172,Household,1.796.976,OUT017,2007,,Tier 2,Supermarket Type1,50.707.328
FDV57,15.25,Regular,66.269.294,Snack Foods,179.666,OUT017,2007,,Tier 2,Supermarket Type1,6.471.576
NCX06,17.6,Low Fat,15.775.777,Household,1.791.976,OUT017,2007,,Tier 2,Supermarket Type1,38.030.496
FDS01,11.6,Low Fat,17.845.372,Canned,1.790.686,OUT017,2007,,Tier 2,Supermarket Type1,56.885.952
FDA09,13.35,Regular,15.021.128,Snack Foods,179.066,OUT017,2007,,Tier 2,Supermarket Type1,2696.49
FDU51,20.2,Regular,97.059.596,Meat,1.786.028,OUT017,2007,,Tier 2,Supermarket Type1,23.023.364
DRN47,12.1,Low Fat,16.921.927,Hard Drinks,178.366,OUT017,2007,,Tier 2,Supermarket Type1,4.314.384
FDN04,11.8,Regular,14.166.739,Frozen Foods,1.782.344,OUT017,2007,,Tier 2,Supermarket Type1,28.549.504
FDR26,20.7,Low Fat,4.307.908,Dairy,1.778.028,OUT017,2007,,Tier 2,Supermarket Type1,12.397.196
DRM35,9.695,Low Fat,70.843.019,Hard Drinks,1.777.344,OUT017,2007,,Tier 2,Supermarket Type1,16.059.096
FDM25,10.695,Regular,61.008.889,Breakfast,1.775.712,OUT017,2007,,Tier 2,Supermarket Type1,2.636.568
NCO18,13.15,Low Fat,24.790.707,Household,1.775.686,OUT017,2007,,Tier 2,Supermarket Type1,39.109.092
FDD10,20.6,Regular,46.280.998,Snack Foods,1.774.344,OUT017,2007,,Tier 2,Supermarket Type1,19.627.784
FDD56,15.2,Regular,104.365.283,Fruits and Vegetables,1.771.054,OUT017,2007,,Tier 2,Supermarket Type1,31.518.972
FDG20,15.5,Regular,12.639.886,Fruits and Vegetables,1.770.028,OUT017,2007,,Tier 2,Supermarket Type1,24.794.392
FDW39,6.69,Regular,0,Meat,176.937,OUT017,2007,,Tier 2,Supermarket Type1,4.234.488
FDW57,8.31,Regular,116.331.694,Snack Foods,1.769.028,OUT017,2007,,Tier 2,Supermarket Type1,30.107.476
NCF42,17.35,Low Fat,168.329.848,Household,1.767.712,OUT017,2007,,Tier 2,Supermarket Type1,28.123.392
DRI03,06.03,Low Fat,22.832.115,Dairy,1.767.028,OUT017,2007,,Tier 2,Supermarket Type1,14.168.224
FDI26,5.94,Low Fat,35.084.073,Canned,1.764.344,OUT017,2007,,Tier 2,Supermarket Type1,21.412.128
FDZ19,6.425,Low Fat,93.983.518,Fruits and Vegetables,1.755.712,OUT017,2007,,Tier 2,Supermarket Type1,12.303.984
NCL53,7.5,Low Fat,36.439.878,Health and Hygiene,1.753.028,OUT017,2007,,Tier 2,Supermarket Type1,30.107.476
NCE55,8.92,Low Fat,130.663.423,Household,175.237,OUT017,2007,,Tier 2,Supermarket Type1,2.117.244
FDR21,19.7,Low Fat,67.314.073,Snack Foods,175.137,OUT017,2007,,Tier 2,Supermarket Type1,2.822.992
FDQ40,11.1,Regular,3.623.131,Frozen Foods,1.750.712,OUT017,2007,,Tier 2,Supermarket Type1,33.396.528
FDW10,21.2,Low Fat,71.076.055,Snack Foods,174.837,OUT017,2007,,Tier 2,Supermarket Type1,5.469.547
FDR23,15.85,Low Fat,0,Breads,174.737,OUT017,2007,,Tier 2,Supermarket Type1,2.822.992
NCY18,7.285,Low Fat,31.327.839,Household,1.746.054,OUT017,2007,,Tier 2,Supermarket Type1,29.767.918
NCL54,12.6,Low Fat,83.221.904,Household,1.745.054,OUT017,2007,,Tier 2,Supermarket Type1,2.626.581
FDY09,15.6,Low Fat,25.342.692,Snack Foods,1.743.054,OUT017,2007,,Tier 2,Supermarket Type1,1.751.054
DRC36,13,Regular,45.239.326,Soft Drinks,1.741.054,OUT017,2007,,Tier 2,Supermarket Type1,4.377.635
NCJ43,6.635,Low Fat,27.222.517,Household,1.740.396,OUT017,2007,,Tier 2,Supermarket Type1,20.932.752
FDH19,19.35,Low Fat,33.275.634,Meat,1.738.738,OUT017,2007,,Tier 2,Supermarket Type1,24.328.332
FDA31,7.1,Low Fat,110.633.958,Fruits and Vegetables,173.808,OUT017,2007,,Tier 2,Supermarket Type1,1.211.756
FDI45,13.1,Low Fat,37.793.818,Fruits and Vegetables,1.738.054,OUT017,2007,,Tier 2,Supermarket Type1,28.016.864
FDZ38,17.6,Low Fat,8.046.275,Dairy,1.737.422,OUT017,2007,,Tier 2,Supermarket Type1,58.630.348
FDJ44,12.3,Regular,106.928.681,Fruits and Vegetables,1.737.396,OUT017,2007,,Tier 2,Supermarket Type1,36.632.316
FDG33,5.365,Regular,141.033.536,Seafood,1.736.764,OUT017,2007,,Tier 2,Supermarket Type1,858.882
DRI51,17.25,Low Fat,42.480.566,Dairy,1.734.764,OUT017,2007,,Tier 2,Supermarket Type1,24.048.696
DRM23,16.6,Low Fat,136.500.981,Hard Drinks,1.733.422,OUT017,2007,,Tier 2,Supermarket Type1,41.386.128
FDK44,16.6,Low Fat,122.918.852,Fruits and Vegetables,1.730.738,OUT017,2007,,Tier 2,Supermarket Type1,38.230.236
FDJ58,15.6,Regular,10.589.167,Snack Foods,1.726.764,OUT017,2007,,Tier 2,Supermarket Type1,29.201.988
NCF54,18,Low Fat,47.645.037,Household,1.726.422,OUT017,2007,,Tier 2,Supermarket Type1,29.315.174
FDR12,12.6,Regular,31.713.126,Baking Goods,1.725.764,OUT017,2007,,Tier 2,Supermarket Type1,10.306.584
DRF23,4.61,Low Fat,123.346.085,Hard Drinks,1.725.396,OUT017,2007,,Tier 2,Supermarket Type1,36.632.316
NCC18,19.1,Low Fat,178.272.728,Household,1.724.422,OUT017,2007,,Tier 2,Supermarket Type1,15.519.798
